word	valence	arousal
believability	0.714	0.000
believable	0.732	-0.220
believe	0.562	-0.260
believed	0.000	0.124
believer	0.450	-0.110
believes	0.056	0.000
believeth	0.370	0.000
believing	0.740	-0.164
belittle	-0.756	-0.166
belittled	-0.646	-0.216
belittlement	-0.952	-0.222
belittler	-1.000	0.714
bell	0.104	0.020
bellboy	0.084	-0.274
bellevue	0.000	0.000
bellflower	0.667	-0.833
bellhop	0.000	-0.426
bellied	0.000	-0.083
bellies	-0.259	-0.667
belligerence	-0.889	1.000
belligerency	-0.708	1.000
belligerent	-0.312	0.360
belligerently	-1.000	1.000
bellman	0.080	-0.500
bellow	-0.504	-0.326
bellower	-0.667	1.000
bellows	-0.084	0.030
belly	0.020	-0.224
bellyache	-0.667	0.667
bellybutton	0.062	-0.434
bellyful	-0.306	0.612
belong	0.286	-0.190
belongings	0.184	-0.240
beloved	0.938	0.226
below	-0.532	-0.360
belt	0.082	-0.356
belter	0.208	1.000
beltless	0.000	-0.667
beltline	0.000	0.000
beltway	0.083	-0.148
beluga	0.020	-0.334
belvedere	0.667	-0.571
belying	-0.667	0.250
bemoan	-0.667	-0.222
bemuse	0.000	-0.333
bemused	-0.438	-0.020
bemusedly	0.042	-0.593
bemusement	0.333	-0.458
bench	0.142	-0.422
bencher	0.593	0.000
benchmark	0.667	0.571
benchwarmer	-0.407	0.593
bend	0.071	0.019
bendable	0.333	0.000
bending	-0.104	0.130
bendy	0.333	-0.333
beneath	-0.292	-0.654
benediction	0.952	-0.500
benedictional	0.852	-0.750
benedictory	0.354	-0.124
benefaction	0.958	-0.593
benefactor	0.833	0.097
benefactress	1.000	-0.667
beneficence	1.000	-0.167
beneficent	1.000	-0.333
beneficently	0.810	-0.083
beneficial	0.640	0.158
beneficially	1.000	-0.593
beneficiary	0.552	-0.202
beneficiate	0.958	0.667
beneficiation	1.000	0.556
benefit	0.812	-0.156
benefiter	1.000	0.042
benevolence	0.572	-0.320
benevolent	0.572	-0.186
benevolently	1.000	-0.667
benign	0.388	-0.120
benignly	0.704	-0.952
benzene	-0.122	-0.082
benzine	0.000	0.296
benzoate	0.000	-0.750
benzodiazepine	-0.333	0.500
benzyl	0.000	-0.857
bequeath	0.486	0.000
bequeathal	0.524	-0.667
bequest	0.322	-0.204
berate	-1.000	0.963
bereave	-0.815	-0.667
bereaved	-0.792	-0.042
bereavement	-0.470	0.354
bereft	-0.542	-0.020
beret	0.084	-0.520
bergamot	0.020	-0.270
bergman	0.000	0.000
berlin	0.184	-0.154
berretta	-0.037	0.667
berries	0.667	-0.185
berrylike	0.333	-0.333
berserk	-0.204	0.112
berserker	-0.458	1.000
berth	-0.410	-0.326
beryllium	-0.166	-0.176
beseech	-0.340	-0.118
beseecher	-0.333	0.667
beset	-0.230	0.434
besetting	-0.667	0.667
beside	-0.036	-0.176
besiege	-0.714	0.926
besieged	-0.667	0.704
besiegement	-0.667	0.667
besieger	-0.708	0.792
besmirch	-1.000	0.583
besot	-0.667	0.667
besotted	-0.500	0.667
besought	-0.519	0.630
bespeak	0.667	-0.286
bespectacled	0.000	-0.095
bespoke	0.762	-0.444
bespoken	0.476	-0.125
best	0.866	-0.060
bestdayever	0.520	0.292
bestfeeling	0.612	0.018
bestfriend	0.608	0.016
bestfriends	0.868	0.324
bestial	-0.480	0.522
bestiality	-1.000	0.944
bestialize	-1.000	0.958
bestially	-0.708	0.708
bestiary	0.000	-0.333
bestie	0.700	0.018
besties	0.610	0.018
bestow	0.312	0.120
bestowal	0.857	-0.519
bestowment	0.750	-0.667
bestseller	0.542	0.286
bestselling	0.963	0.667
bet	-0.230	0.396
beta	0.420	-0.260
betcha	0.000	0.593
betray	-0.916	0.740
betrayal	-0.917	0.438
betrayed	-0.756	0.538
betrayer	-1.000	0.593
betroth	0.619	0.583
betrothal	1.000	-0.667
betrothed	0.666	0.260
better	0.778	0.074
betterment	0.796	0.072
betting	-0.526	0.608
betty	0.084	-0.284
between	-0.032	-0.342
betwixt	0.000	-0.593
bevel	0.514	-0.188
beverage	0.270	-0.020
bevy	-0.142	-0.080
beware	-0.698	0.192
bewhiskered	0.000	-0.708
bewilder	-0.388	0.142
bewildered	-0.540	0.260
bewilderedly	-0.556	0.500
bewilderment	-0.376	0.432
bewitch	-0.333	0.952
bewitched	-0.143	0.667
bewitcher	-0.417	0.667
bewitchery	-0.417	0.375
bewitchment	-0.667	0.667
beyond	-0.034	-0.122
bi	0.000	0.000
biangular	0.000	0.000
biannual	0.000	0.000
biannually	0.000	0.056
bias	-0.200	-0.260
biased	-0.458	-0.396
biathlon	0.630	0.917
biaxial	0.000	0.000
bib	-0.230	-0.208
bible	0.438	-0.550
biblical	0.270	-0.392
biblically	0.190	-0.519
bibliographer	0.667	0.667
bibliographic	0.000	-0.667
bibliographical	0.125	-0.667
bibliographically	0.556	-1.000
bibliography	0.244	-0.592
bibliomania	0.667	0.000
bibliomaniac	0.667	0.667
bibliomaniacal	-0.095	0.500
bibliophile	0.714	-0.542
bibliophilic	0.944	-0.583
bibliophilism	0.917	-0.667
bibliophilist	0.667	-0.593
bicarbonate	-0.042	-0.326
bicentenary	0.667	-0.458
bicentennial	0.082	-0.154
bicep	0.083	0.519
biceps	0.184	0.176
bicker	-0.714	0.286
bickerer	-0.667	0.667
bickering	-0.756	0.600
bicolor	0.160	-0.346
bicultural	0.222	-0.222
bicuspid	0.000	0.000
bicycle	0.416	0.038
bicycler	0.444	0.667
bicyclist	0.381	0.733
bid	0.520	0.060
biddable	0.630	-0.444
bidder	-0.070	-0.052
bidding	0.172	0.288
bide	-0.264	-0.186
bidet	0.190	-0.417
bidirectional	0.000	0.593
bien	1.000	0.000
biennial	0.062	-0.382
bier	-0.006	-0.104
bifocal	0.000	-0.519
bifurcation	-0.230	0.250
big	0.604	0.176
bigamist	-1.000	0.593
bigamous	-0.762	0.667
bigamy	-0.346	0.392
bigday	0.592	0.378
bigger	0.322	-0.014
biggest	0.378	0.000
biggestfear	-0.876	0.460
biggie	0.062	-0.038
biggish	0.296	0.000
bighead	-0.667	0.037
bighearted	1.000	-0.625
bigheartedness	1.000	-0.625
bighorn	-0.040	0.094
bigmouth	-0.166	0.154
bigness	0.630	0.000
bigot	-0.042	0.490
bigoted	-0.694	0.520
bigotedly	-1.000	0.667
bigotry	-0.288	0.474
bigwig	0.667	0.333
bihourly	0.000	0.667
bike	0.416	0.000
biker	0.208	0.420
bikeway	0.667	0.083
bikini	0.460	0.278
bilateral	0.266	-0.314
bilateralism	0.000	0.667
bilaterally	0.000	0.571
bilateralness	0.083	0.000
bilayer	-0.124	-0.204
bile	-0.686	-0.078
bilge	-0.368	-0.216
bilinear	0.000	-0.444
bilingual	0.470	-0.020
bilingualism	0.667	0.417
bilingually	0.625	0.000
bilious	-0.750	0.667
bill	-0.208	-0.196
billable	0.476	0.333
billabong	0.333	-0.704
billboard	0.188	-0.366
biller	-0.667	-0.667
billet	-0.042	0.166
billfold	0.000	-0.417
billiard	0.438	0.232
billiards	0.286	0.118
billing	-0.188	-0.038
billion	0.438	0.128
billionaire	0.612	0.334
billionth	0.000	-0.143
billow	0.370	0.593
billowy	0.429	-0.667
billy	-0.020	-0.206
bimbo	-0.208	-0.260
bimodal	0.000	0.042
bimodality	0.000	0.000
bimolecular	0.000	-0.125
bimonthly	-0.184	-0.404
bin	-0.156	-0.392
binary	-0.020	-0.288
binational	0.095	0.000
bind	-0.204	-0.076
binder	-0.124	-0.500
bindery	0.096	-0.224
binding	-0.124	-0.150
bing	0.146	-0.094
binge	-0.392	0.300
bingo	0.470	0.334
binocular	0.062	-0.312
binocularity	0.074	0.000
binocularly	0.000	0.000
binoculars	-0.020	-0.382
binomial	0.200	-0.188
binomially	0.000	0.292
binominal	0.000	-0.417
binuclear	0.000	0.000
bio	0.224	-0.550
bioactive	0.619	0.625
biocatalyst	0.708	0.286
biochemical	-0.266	-0.038
biochemically	0.000	0.143
biochemist	-0.058	-0.102
biochemistry	0.104	0.062
biochip	0.500	0.000
biocide	-0.708	0.667
bioclimatic	0.238	-0.667
bioclimatology	0.000	-0.667
biodegradable	0.708	-1.000
biodiversity	0.944	-0.571
biodynamic	0.667	0.375
bioelectric	0.333	0.370
bioelectrical	0.000	0.625
bioelectricity	0.111	0.667
bioengineer	0.667	0.708
biofeedback	0.667	0.333
biofilm	0.000	-0.500
biofuel	0.667	0.370
biogenesis	0.188	-0.116
biogenetic	0.481	0.593
biogenetical	0.000	-0.583
biogenetically	0.083	0.000
biogenic	0.333	0.292
biogeochemistry	0.000	-0.296
biogeographically	0.067	-0.792
biogeography	0.583	-0.583
biographer	0.416	-0.146
biographic	0.000	-0.167
biographical	0.000	-0.593
biographically	0.056	-0.593
biography	0.396	-0.542
biohazard	-0.741	0.519
biologic	0.000	-0.519
biological	0.180	-0.180
biologically	0.000	0.000
biologist	0.250	-0.094
biology	-0.042	-0.452
bioluminescence	0.762	0.333
bioluminescent	0.722	0.333
biomarker	0.042	0.417
biomass	0.083	0.083
biomathematics	0.667	0.048
biomechanical	0.278	0.619
biomechanics	0.571	0.625
biomedical	0.667	-0.571
biometeorology	0.095	0.000
biometric	0.083	0.667
biometrical	0.000	-0.083
biometrically	0.042	0.500
biometrician	0.000	0.296
biometry	0.037	0.000
biomorphic	0.208	0.000
bionic	0.142	0.140
biopharmaceutical	0.667	0.083
biophysical	0.000	0.000
biophysicist	0.667	0.370
biophysics	0.619	0.429
biopic	0.625	0.222
biopolymer	0.000	0.000
biopsy	-0.354	0.314
biopsychology	0.481	-0.556
bioreactor	0.704	0.815
bioregion	0.667	0.000
biorhythm	0.571	0.667
bioscope	0.133	0.667
bioscopy	0.000	0.542
biosensor	0.667	0.417
biosocial	0.000	0.000
biosphere	0.368	-0.298
biostatic	0.000	-1.000
biostatistics	0.292	-0.667
biosynthesis	0.667	0.667
biosynthetic	0.444	0.583
biosystematics	0.000	-0.667
biotech	0.667	0.593
biotechnology	0.667	0.583
biotic	0.048	0.000
biotype	0.190	-0.667
bipartisan	0.722	-0.667
bipartisanship	0.619	-0.556
bipartite	-0.270	-0.040
bipartition	0.000	-0.111
biped	0.000	0.000
bipedal	0.042	0.467
biplane	0.000	0.619
bipod	0.000	0.042
bipolar	-0.584	0.370
bipolarity	-0.583	0.667
biracial	0.000	0.000
biracialism	0.095	0.000
birch	0.124	-0.308
bird	0.458	-0.286
birdbath	0.593	-0.667
birdbrain	-0.667	0.667
birdcage	-0.040	-0.204
birdcall	0.625	0.593
birdhouse	0.625	0.000
birdie	0.188	-0.212
birdlife	0.467	0.667
birdlike	0.333	0.333
birdman	-0.020	0.134
birdseed	0.000	-0.533
birdshot	-0.571	0.741
birdsong	1.000	0.333
birdwatcher	0.667	-0.296
birdwatching	0.667	-0.630
birth	0.792	0.310
birthdate	0.476	0.000
birthday	0.938	0.688
birthing	0.592	0.754
birthmark	0.260	-0.078
birthplace	0.562	-0.420
birthrate	0.000	0.222
birthright	0.368	-0.166
birthstone	0.667	-0.733
birthweight	0.000	0.000
bis	-0.120	-0.160
biscuit	0.776	-0.480
bisect	0.000	0.625
bisection	0.000	0.524
bisectional	0.000	-0.667
bisector	0.000	0.048
bisexualism	0.074	0.000
bisexuality	0.000	0.458
bisexually	0.083	0.000
bishop	0.189	-0.358
bison	0.146	-0.134
bisque	0.386	-0.114
bistro	0.188	-0.056
bisulphate	-0.593	0.000
bisymmetric	0.000	0.000
bisymmetrical	0.000	0.000
bisymmetrically	0.000	-0.095
bisymmetry	0.333	0.000
bit	-0.146	-0.380
bitch	-0.448	0.480
bitchiness	-1.000	0.667
bitchy	-0.624	0.400
bite	-0.562	0.592
biter	-0.480	0.196
bitmap	0.000	0.000
bitsy	0.020	-0.224
bitten	-0.600	0.667
bitter	-0.564	0.254
bitterly	-0.612	0.370
bitterness	-0.770	0.266
bitterroot	-0.037	-0.056
bittersweet	-0.062	0.138
bitty	-0.062	-0.458
bitumen	-0.250	-0.530
bivalve	0.000	-0.667
biweekly	0.162	-0.326
biyearly	0.000	-0.148
biz	0.000	-0.054
bizarre	-0.242	0.240
bizarrely	-0.333	0.619
bizarreness	-0.333	-0.524
blab	-0.124	-0.150
blabber	-0.667	0.667
blabbermouth	-0.354	0.280
blackball	-0.667	0.667
blackberry	0.334	-0.174
blackbird	0.040	-0.320
blackboard	-0.062	-0.490
blackcurrant	0.333	-0.037
blacken	-0.584	0.000
blackener	-1.000	0.667
blacker	-0.630	0.000
blackface	-0.396	-0.020
blackfish	0.000	0.667
blackguard	-1.000	0.625
blackhead	-0.667	-0.500
blackheart	-1.000	0.630
blackish	-0.375	0.000
blackjack	-0.162	0.358
blacklist	-0.734	0.500
blackly	-0.762	-0.074
blackmail	-0.812	0.604
blackmailer	-0.816	0.560
blackness	-0.480	-0.040
blackout	-0.748	0.060
blacksmith	-0.040	0.062
blackthorn	-0.375	0.000
blacktop	0.000	0.000
bladder	-0.188	-0.176
bladderless	-0.667	-0.083
blade	-0.244	0.204
bladed	-0.042	0.630
bladelike	0.000	0.048
blah	-0.518	-0.146
blamable	-0.762	0.000
blame	-0.770	0.280
blamed	-0.611	0.524
blameful	-0.667	-0.481
blamefully	-0.667	0.667
blamefulness	-0.778	0.074
blameless	0.518	-0.608
blamelessly	1.000	-0.917
blamelessness	0.833	-0.963
blamer	-0.667	0.619
blameworthiness	-1.000	-0.519
blameworthy	-0.875	-0.259
blanching	-0.333	-0.778
bland	-0.400	-0.548
blandly	-0.333	-0.667
blandness	-0.333	-0.704
blank	0.062	-0.542
blanket	0.480	-0.736
blankly	-0.333	-0.944
blankness	-0.667	-1.000
blare	-0.122	0.122
blares	-0.556	0.958
blaring	-0.667	1.000
blarney	-0.167	0.667
blase	-0.160	-0.380
blaspheme	-1.000	0.667
blasphemer	-0.952	0.667
blasphemous	-0.790	0.302
blasphemously	-0.958	0.667
blasphemousness	-0.952	0.667
blasphemy	-0.708	0.588
blast	-0.666	0.858
blaster	-0.082	0.076
blastoff	-0.286	0.730
blatancy	-0.667	0.667
blatant	-0.346	0.354
blatantly	-0.667	0.667
blather	-0.312	-0.038
blaze	0.396	-0.066
blazer	0.270	-0.230
blazing	0.188	0.792
bleach	-0.328	-0.436
bleachable	0.000	0.000
bleacher	0.000	0.524
bleachers	0.000	0.583
bleak	-0.592	-0.146
bleakish	-0.667	-0.333
bleakly	-0.952	-0.667
bleakness	-1.000	-1.000
bleariness	-0.667	-0.667
bleary	-0.667	-0.667
bleat	-0.333	0.542
bleater	-0.667	0.625
bled	-0.667	0.708
bleed	-0.918	0.686
bleeder	-0.480	0.704
bleeding	-0.730	0.634
bleep	-0.042	0.334
blemish	-0.562	0.116
blemished	-0.654	-0.062
blend	-0.062	-0.096
blender	0.204	0.034
blending	0.120	-0.164
bless	0.858	-0.462
blessed	0.820	-0.442
blessedly	0.933	-0.917
blessedness	1.000	-1.000
blessing	0.858	-0.472
blessings	0.858	-0.278
bleu	-0.080	-0.292
blew	-0.580	0.086
blight	-0.458	0.542
blighted	-0.708	0.230
blighter	-0.667	0.625
blimey	0.481	0.667
blimp	0.200	-0.180
blinded	-0.510	-0.058
blinder	-0.583	0.583
blindfold	-0.104	0.368
blindfolded	-0.584	0.128
blinding	-0.392	0.192
blindly	-0.122	0.196
blindness	-0.510	-0.040
blindside	-0.667	0.667
bling	0.500	0.667
blink	0.104	-0.368
blinker	-0.333	0.593
blip	0.058	-0.078
bliss	0.632	0.000
blissful	0.770	0.278
blissfully	1.000	-0.333
blissfulness	1.000	-0.963
blister	-0.186	0.076
blistering	-0.312	0.138
blistery	-0.667	-0.667
blithely	0.667	0.333
blitheness	0.889	-0.333
blither	-0.667	0.667
blitz	-0.166	0.444
blitzkrieg	-0.667	1.000
blizzard	-0.250	0.452
bloat	-0.542	0.388
bloated	-0.666	0.186
bloater	-0.667	0.667
blob	0.000	-0.248
blobbed	-0.333	-0.667
blobby	-0.333	-0.778
block	-0.428	-0.300
blockade	-0.240	0.038
blockage	-0.500	0.216
blockbuster	0.460	0.352
blocker	-0.375	0.667
blockhead	-0.674	-0.334
blockheadedness	-0.889	-0.667
blockhouse	0.000	0.167
blockish	-0.667	-0.519
blocky	-0.333	-0.167
blog	0.278	-0.220
blogger	0.000	0.667
blogosphere	0.111	0.667
bloke	-0.100	-0.042
blond	0.180	-0.020
blonde	0.396	0.090
blondeness	0.292	0.000
blondish	0.133	-0.667
blondness	0.481	0.000
blood	-0.562	0.368
bloodbath	-0.880	0.971
bloodcurdling	-1.000	1.000
bloodhound	-0.346	-0.076
bloodied	-0.667	0.778
bloodily	-0.750	1.000
bloodiness	-1.000	0.667
bloodless	-0.416	-0.220
bloodlessly	-0.667	-0.905
bloodlessness	-0.667	-1.000
bloodletting	-0.708	0.704
bloodline	0.020	0.314
bloodlust	-1.000	1.000
bloodshed	-0.904	0.884
bloodshot	-0.624	0.620
bloodstain	-0.667	0.667
bloodstock	0.571	-0.583
bloodstone	0.048	-0.250
bloodstream	0.104	0.060
bloodsucker	-1.000	0.667
bloodsucking	-1.000	0.667
bloodthirstily	-1.000	1.000
bloodthirstiness	-1.000	1.000
bloodthirsty	-0.896	0.608
bloodworm	-0.333	-0.708
bloody	-0.938	0.820
bloom	0.779	-0.094
bloomer	-0.185	-0.048
bloomers	0.042	0.174
blooming	0.720	-0.096
bloomless	-0.667	-0.857
blooper	-0.625	0.619
blossom	0.584	-0.450
blossomless	-0.571	-0.778
blot	-0.270	-0.392
blotch	-0.458	0.000
blotched	-0.734	0.124
blotchy	-0.667	-0.286
blotter	-0.280	-0.404
blotting	-0.333	-0.444
blouse	0.160	-0.620
bloused	0.000	-0.667
blow	-0.368	0.500
blowback	-0.667	0.905
blower	0.128	0.100
blowfish	-0.312	-0.160
blowfly	-0.667	0.667
blowgun	0.000	0.667
blowhard	-0.667	0.625
blowhole	0.000	0.190
blowing	0.042	-0.056
blown	-0.334	0.096
blowout	-0.204	0.584
blowpipe	0.000	0.667
blowtorch	0.040	0.460
blowup	-0.667	1.000
blowy	-0.222	0.667
blub	-0.333	-0.333
blubber	-0.224	-0.480
blubberer	-0.667	0.583
blubbery	-0.625	-0.630
bluddy	-0.376	0.056
bludgeon	-0.667	1.000
bludgeoner	-0.708	1.000
blue	0.292	-0.726
bluebeard	-1.000	0.417
bluebell	0.625	-0.963
blueberries	0.708	-0.381
blueberry	0.312	-0.630
bluebird	0.146	-0.300
blueblood	0.708	-0.593
bluebonnet	0.667	-0.750
bluebook	0.167	-0.667
bluebottle	0.000	0.250
bluecoat	0.000	0.667
bluefin	0.667	0.458
bluefish	0.000	0.593
bluegrass	0.146	-0.118
bluejacket	0.000	0.625
bluejay	0.270	0.040
blueness	-0.037	-0.500
blueprint	-0.020	-0.654
bluer	-0.056	-0.583
blueray	0.625	0.042
blues	-0.062	-0.560
bluesman	0.190	0.630
bluestone	0.000	-0.875
bluesy	-0.611	0.667
bluetooth	0.000	0.083
bluff	-0.164	-0.428
bluffer	-0.667	0.667
bluish	0.208	-0.510
bluishness	0.000	-0.190
blume	0.048	-0.889
blunder	-0.730	0.270
blunderbuss	-0.667	0.625
blunderer	-0.667	0.630
blunt	0.102	0.360
bluntly	-0.333	0.000
bluntness	-0.481	-0.542
blur	-0.464	-0.058
blurb	0.190	0.000
blurred	-0.360	-0.266
blurredness	-0.667	-0.370
blurriness	-0.667	-1.000
blurry	-0.882	-0.230
blurt	-0.184	-0.122
blush	0.396	0.220
blusher	0.333	0.208
blushful	0.333	0.444
blushing	0.020	0.578
blushless	-0.133	-0.708
bluster	-0.667	0.762
blusterer	-0.667	0.667
blusterous	-0.667	1.000
blusterously	-0.667	1.000
blustery	-0.400	0.704
boa	-0.490	0.138
boar	-0.188	0.000
board	0.184	-0.490
boarder	0.208	-0.120
boarding	0.062	-0.196
boardinghouse	-0.292	-0.667
boardroom	0.110	0.132
boards	-0.062	-0.460
boardwalk	0.286	-0.038
boast	0.040	0.172
boaster	-0.667	0.625
boastful	-0.020	0.612
boastfully	-0.667	0.750
boastfulness	-0.667	0.667
boasting	-0.166	0.240
boat	0.032	-0.160
boatbuilding	0.630	0.667
boater	0.000	0.611
boathouse	0.184	-0.240
boating	0.276	0.226
boatload	-0.270	-0.170
boatman	0.184	0.146
boatmanship	0.619	0.533
boatswain	0.000	0.667
boatwoman	0.000	0.625
boatyard	-0.037	-0.630
bobbed	0.000	0.625
bobber	0.000	0.333
bobbin	-0.142	-0.056
bobbing	0.000	0.667
bobble	-0.296	0.542
bobcat	0.124	-0.020
bobsled	0.334	0.226
bobsledder	0.542	0.958
bobsleigh	0.667	1.000
bobtail	0.000	-0.571
boca	0.000	0.000
bodacious	1.000	0.593
bode	-0.312	-0.188
bodega	0.146	-0.386
bodice	-0.220	-0.058
bodied	0.000	0.000
bodies	0.000	0.000
bodiless	-0.370	-0.905
bodily	0.188	-0.038
body	0.388	-0.078
bodybuilder	0.667	0.852
bodybuilding	0.667	0.750
bodyguard	0.020	0.420
bodyline	0.000	0.524
bodysuit	0.208	0.083
bodysurf	0.667	1.000
bodywork	0.667	0.667
bog	-0.396	-0.278
bogey	-0.240	0.038
bogeyman	-0.224	0.416
bogginess	-0.667	-0.444
boggle	-0.250	1.000
boggler	-0.296	0.296
boggy	-0.667	-0.667
bogie	-0.583	0.444
bogus	-0.562	-0.294
bohemia	0.417	0.333
bohemian	0.244	0.000
bohemianism	0.381	0.667
boil	-0.166	0.368
boilable	0.000	-0.083
boiler	0.122	0.180
boilermaker	0.000	0.556
boilerplate	-0.204	0.038
boiling	-0.396	0.380
boisterous	-0.230	0.612
boisterously	0.667	1.000
boisterousness	0.375	1.000
bold	-0.020	-0.458
boldface	0.667	0.667
boldfaced	0.429	0.074
boldly	0.667	0.963
boldness	0.612	0.368
bolero	0.667	0.667
bollocks	-0.104	-0.058
bologna	-0.286	0.000
boloney	-0.619	-0.037
bolshevism	-0.750	0.667
bolster	0.416	-0.058
bolsterer	0.667	0.333
bolt	-0.292	-0.274
bolter	-0.625	0.952
boltless	-0.200	-0.667
boltlike	0.000	1.000
bolus	-0.148	-0.018
bomb	-0.666	0.824
bombard	-0.688	0.857
bombardier	-0.520	0.726
bombardment	-0.708	0.949
bombast	-0.667	0.667
bombastic	-0.667	0.667
bombastically	-0.467	0.667
bombay	0.000	0.000
bombed	-0.898	0.702
bomber	-0.750	0.674
bombers	-0.654	0.840
bombing	-0.666	0.947
bombproof	0.917	-0.667
bombshell	-0.346	0.736
bombsite	-0.667	0.958
bonanza	0.750	-0.180
bonbon	0.730	0.102
bond	0.334	0.038
bondage	-0.708	0.410
bondholder	0.083	-0.667
bondholding	0.593	-0.630
bonding	0.188	-0.116
bondless	-0.333	-0.667
bondman	-0.667	-0.667
bonds	0.480	-0.056
bondsman	-0.062	-0.006
bondswoman	-0.524	-0.667
bone	-0.326	-0.260
boned	0.000	0.625
bonefish	0.000	0.667
bonehead	-0.326	0.042
boneless	0.074	-0.667
bonelike	0.000	-1.000
bones	-0.438	-0.314
bonesetter	0.542	0.667
boneshaker	-0.667	0.944
bonfire	-0.040	0.438
bong	-0.334	0.132
bongo	0.148	0.958
boniness	-0.389	-0.667
bonjour	0.619	0.133
bonk	-0.333	1.000
bonkers	-0.388	0.694
bonne	-0.104	-0.210
bonnet	-0.188	0.018
bonny	0.122	-0.192
bono	0.917	0.667
bonsai	0.428	-0.530
bonsoir	0.407	-0.667
bonus	0.714	0.240
bony	-0.110	-0.076
boo	-0.694	0.352
boob	0.388	0.200
boobies	-0.417	0.667
booby	-0.208	-0.154
booger	-0.202	0.074
boogeyman	-0.416	0.118
boogie	0.180	0.086
boogieman	-1.000	0.875
boohoo	-0.704	0.667
book	0.604	-0.580
bookable	0.667	-0.667
bookbag	0.000	0.000
bookbinder	0.000	-0.667
bookbindery	0.208	-0.593
bookbinding	0.429	-0.619
bookcase	0.106	-0.558
bookend	0.000	-0.222
bookie	-0.312	0.266
booking	0.416	0.006
bookish	0.208	-0.528
bookishly	-0.333	-0.417
bookishness	0.583	-0.625
bookkeeper	-0.040	-0.274
